budget_1e21,budget_flops,coefficient_source,context_tokens,cost_function,frontier_method,loss,N_params_B,D_tokens_B,Q_target,train_cost_share,quality_cost_share,attention_cost_share
10000.0,1e+25,b1_mixed_pythia_quality,8192,exponential,piecewise_log_interpolation_of_optimized_grid,1.8357371605101296,278.57661374931877,2023.773579495534,0.9897274011808886,0.3382655944635972,0.5693653472082097,0.09236905832819296
11659.144011798311,1.165914401179831e+25,b1_mixed_pythia_quality,9830,exponential,piecewise_log_interpolation_of_optimized_grid,1.831868480557894,377.81386896448436,2155.5220075291645,0.9897376313693139,0.34398872190431995,0.5389172267692618,0.11709405132641822
13593.563908785241,1.359356390878524e+25,b1_mixed_pythia_quality,11469,exponential,piecewise_log_interpolation_of_optimized_grid,1.8279998006056586,477.05112417964995,2287.2704355627952,0.9897478615577392,0.3497118493450426,0.5084691063303138,0.14181904432464346
15848.93192461114,1.584893192461114e+25,b1_mixed_pythia_quality,13107,exponential,piecewise_log_interpolation_of_optimized_grid,1.824131120653423,576.2883793948167,2419.0188635964273,0.9897580917461645,0.3554349767857654,0.4780209858913655,0.16654403732286904
18478.497974222908,1.8478497974222907e+25,b1_mixed_pythia_quality,14746,exponential,piecewise_log_interpolation_of_optimized_grid,1.8202624407011876,675.5256346099824,2550.767291630058,0.9897683219345899,0.36115810422648814,0.44757286545241753,0.19126903032109427
21544.346900318822,2.154434690031882e+25,b1_mixed_pythia_quality,16384,exponential,piecewise_log_interpolation_of_optimized_grid,1.816393760748952,774.762889825148,2682.5157196636887,0.9897785521230151,0.36688123166721087,0.41712474501346963,0.21599402331931955
25118.864315095823,2.5118864315095825e+25,b1_mixed_pythia_quality,18022,exponential,piecewise_log_interpolation_of_optimized_grid,1.8125250807967164,874.0001450403148,2814.264147697321,0.9897887823114404,0.37260435910793366,0.38667662457452123,0.2407190163175451
29286.445646252374,2.9286445646252373e+25,b1_mixed_pythia_quality,19661,exponential,piecewise_log_interpolation_of_optimized_grid,1.808656400844481,973.2374002554805,2946.0125757309515,0.9897990124998657,0.37832748654865633,0.3562285041355733,0.2654440093157704
34145.488738336004,3.4145488738336006e+25,b1_mixed_pythia_quality,21299,exponential,piecewise_log_interpolation_of_optimized_grid,1.8047877208922454,1072.474655470646,3077.761003764582,0.989809242688291,0.38405061398937906,0.3257803836966253,0.2901690023139956
39810.71705534969,3.981071705534969e+25,b1_mixed_pythia_quality,22938,exponential,piecewise_log_interpolation_of_optimized_grid,1.80091904094001,1171.7119106858117,3209.509431798213,0.9898194728767162,0.3897737414301018,0.2953322632576774,0.31489399531222084
46415.88833612782,4.641588833612782e+25,b1_mixed_pythia_quality,24576,exponential,piecewise_log_interpolation_of_optimized_grid,1.7970503609877744,1270.9491659009786,3341.257859831845,0.9898297030651415,0.3954968688708246,0.2648841428187291,0.33961898831044646
